id,pair_id,text,transcript,filename,tts_distance
43,22,biting my time,fighting my time,generated_audio/tts2024-02-26--13-33-03/biting my time.wav,3
44,22,biding my time,fighting my time man,generated_audio/tts2024-02-26--13-33-03/biding my time.wav,8
45,23,antidotal evidence,and to dull evidence,generated_audio/tts2024-02-26--13-33-03/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-26--13-33-03/anecdotal evidence.wav,5
47,24,circussized,circus sizes,generated_audio/tts2024-02-26--13-33-03/circussized.wav,2
48,24,circumcised,so concise,generated_audio/tts2024-02-26--13-33-03/circumcised.wav,6
49,25,hunger pains,on your paintings,generated_audio/tts2024-02-26--13-33-03/hunger pains.wav,10
50,25,hunger pangs,hunger pangs,generated_audio/tts2024-02-26--13-33-03/hunger pangs.wav,0
51,26,flush out the details,close out the dealers,generated_audio/tts2024-02-26--13-33-03/flush out the details.wav,7
52,26,flesh out the details,flesh out the details,generated_audio/tts2024-02-26--13-33-03/flesh out the details.wav,0
53,27,hes a wolf in cheap clothing,has a wolf and cheap clothing,generated_audio/tts2024-02-26--13-33-03/hes a wolf in cheap clothing.wav,3
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-26--13-33-03/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedying and piling,generated_audio/tts2024-02-26--13-33-03/premadonna.wav,14
56,28,prima donna,let me see,generated_audio/tts2024-02-26--13-33-03/prima donna.wav,10
57,29,social leper,soes leper,generated_audio/tts2024-02-26--13-33-03/social leper.wav,4
58,29,social pariah,social prior,generated_audio/tts2024-02-26--13-33-03/social pariah.wav,3
59,30,give free rein,you free rain,generated_audio/tts2024-02-26--13-33-03/give free rein.wav,5
60,30,give free reign,you free ring,generated_audio/tts2024-02-26--13-33-03/give free reign.wav,7
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-26--13-33-03/make ends meat.wav,1
62,31,make ends meet,make ends meet,generated_audio/tts2024-02-26--13-33-03/make ends meet.wav,0
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-26--13-33-03/right from the gecko.wav,3
64,32,right from the getgo,right from the get go,generated_audio/tts2024-02-26--13-33-03/right from the getgo.wav,1
65,33,stock home syndrome,stockholm syndrome,generated_audio/tts2024-02-26--13-33-03/stock home syndrome.wav,3
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-26--13-33-03/stockholm syndrome.wav,0
67,34,chester drawers,chester drawers,generated_audio/tts2024-02-26--13-33-03/chester drawers.wav,0
68,34,chest of drawers,chest of drawers,generated_audio/tts2024-02-26--13-33-03/chest of drawers.wav,0
69,35,beckon call,back in call,generated_audio/tts2024-02-26--13-33-03/beckon call.wav,3
70,35,beck and call,back and cool,generated_audio/tts2024-02-26--13-33-03/beck and call.wav,3
71,36,fullproof,so cringe,generated_audio/tts2024-02-26--13-33-03/fullproof.wav,9
72,36,foolproof,full proof,generated_audio/tts2024-02-26--13-33-03/foolproof.wav,3
73,37,two peas in a pot,two peas in a pot,generated_audio/tts2024-02-26--13-33-03/two peas in a pot.wav,0
74,37,two peas in a pod,two peas in a pop,generated_audio/tts2024-02-26--13-33-03/two peas in a pod.wav,1
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-26--13-33-03/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-26--13-33-03/on the spur of the moment.wav,0
77,39,mindbottling,my bottling,generated_audio/tts2024-02-26--13-33-03/mindbottling.wav,3
78,39,mindboggling,mind doubly,generated_audio/tts2024-02-26--13-33-03/mindboggling.wav,7
79,40,i plead the fifth commandment,ill plea the fifth commandment,generated_audio/tts2024-02-26--13-33-03/i plead the fifth commandment.wav,3
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-26--13-33-03/i plead the fifth amendment.wav,0
