id,pair_id,text,transcript,filename,tts_distance
27,14,pass mustard,past clusters,generated_audio/tts2024-02-25--16-58-35/pass mustard.wav,5
28,14,pass muster,pass mr,generated_audio/tts2024-02-25--16-58-35/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-25--16-58-35/on tender hooks.wav,0
30,15,on tenterhooks,on tentropox,generated_audio/tts2024-02-25--16-58-35/on tenterhooks.wav,5
31,16,tongue and cheek,ting and sheet,generated_audio/tts2024-02-25--16-58-35/tongue and cheek.wav,5
32,16,tongue in cheek,tung and cheek,generated_audio/tts2024-02-25--16-58-35/tongue in cheek.wav,5
33,17,card shark,cardshark,generated_audio/tts2024-02-25--16-58-35/card shark.wav,1
34,17,card sharp,card shark,generated_audio/tts2024-02-25--16-58-35/card sharp.wav,1
35,18,damp squid,deb squid,generated_audio/tts2024-02-25--16-58-35/damp squid.wav,3
36,18,damp squib,damn squip,generated_audio/tts2024-02-25--16-58-35/damp squib.wav,2
37,19,curl up in the feeble position,cut up in the feeble position,generated_audio/tts2024-02-25--16-58-35/curl up in the feeble position.wav,2
38,19,curl up in the fetal position,cut up in the fetal position,generated_audio/tts2024-02-25--16-58-35/curl up in the fetal position.wav,2
39,20,a hard road to hoe,a hard road to whore,generated_audio/tts2024-02-25--16-58-35/a hard road to hoe.wav,2
40,20,a hard row to hoe,a hard road to horror,generated_audio/tts2024-02-25--16-58-35/a hard row to hoe.wav,6
41,21,expatriot,xbaitreet,generated_audio/tts2024-02-25--16-58-35/expatriot.wav,5
42,21,expatriate,xbaitreet,generated_audio/tts2024-02-25--16-58-35/expatriate.wav,6
43,22,biting my time,fighting my time,generated_audio/tts2024-02-25--16-58-35/biting my time.wav,3
44,22,biding my time,fighting my time man,generated_audio/tts2024-02-25--16-58-35/biding my time.wav,8
45,23,antidotal evidence,and to double evidence,generated_audio/tts2024-02-25--16-58-35/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-25--16-58-35/anecdotal evidence.wav,5
47,24,circussized,circus sizes,generated_audio/tts2024-02-25--16-58-35/circussized.wav,2
48,24,circumcised,circumstances,generated_audio/tts2024-02-25--16-58-35/circumcised.wav,6
49,25,hunger pains,hunger pains,generated_audio/tts2024-02-25--16-58-35/hunger pains.wav,0
50,25,hunger pangs,overpains,generated_audio/tts2024-02-25--16-58-35/hunger pangs.wav,7
51,26,flush out the details,full set the details,generated_audio/tts2024-02-25--16-58-35/flush out the details.wav,5
52,26,flesh out the details,plus at the details,generated_audio/tts2024-02-25--16-58-35/flesh out the details.wav,5
53,27,hes a wolf in cheap clothing,as a wolf in cheap clothing,generated_audio/tts2024-02-25--16-58-35/hes a wolf in cheap clothing.wav,2
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-25--16-58-35/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedining,generated_audio/tts2024-02-25--16-58-35/premadonna.wav,4
56,28,prima donna,pre made honest,generated_audio/tts2024-02-25--16-58-35/prima donna.wav,8
57,29,social leper,social leper,generated_audio/tts2024-02-25--16-58-35/social leper.wav,0
58,29,social pariah,social portrayal,generated_audio/tts2024-02-25--16-58-35/social pariah.wav,6
59,30,give free rein,you free ring,generated_audio/tts2024-02-25--16-58-35/give free rein.wav,6
60,30,give free reign,if free rain,generated_audio/tts2024-02-25--16-58-35/give free reign.wav,5
61,31,make ends meat,make ends mean,generated_audio/tts2024-02-25--16-58-35/make ends meat.wav,1
62,31,make ends meet,make ends meet,generated_audio/tts2024-02-25--16-58-35/make ends meet.wav,0
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-25--16-58-35/right from the gecko.wav,3
64,32,right from the getgo,right from the getgo,generated_audio/tts2024-02-25--16-58-35/right from the getgo.wav,0
65,33,stock home syndrome,stockholm syndromeor,generated_audio/tts2024-02-25--16-58-35/stock home syndrome.wav,5
66,33,stockholm syndrome,stockholm syndrome brone,generated_audio/tts2024-02-25--16-58-35/stockholm syndrome.wav,6
67,34,chester drawers,chester drawers,generated_audio/tts2024-02-25--16-58-35/chester drawers.wav,0
68,34,chest of drawers,chest of drawers,generated_audio/tts2024-02-25--16-58-35/chest of drawers.wav,0
69,35,beckon call,that can call,generated_audio/tts2024-02-25--16-58-35/beckon call.wav,7
70,35,beck and call,back and cool,generated_audio/tts2024-02-25--16-58-35/beck and call.wav,3
71,36,fullproof,or proof,generated_audio/tts2024-02-25--16-58-35/fullproof.wav,4
72,36,foolproof,44,generated_audio/tts2024-02-25--16-58-35/foolproof.wav,9
73,37,two peas in a pot,two peas and a pot,generated_audio/tts2024-02-25--16-58-35/two peas in a pot.wav,2
74,37,two peas in a pod,two is in a pod,generated_audio/tts2024-02-25--16-58-35/two peas in a pod.wav,3
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-25--16-58-35/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-25--16-58-35/on the spur of the moment.wav,0
77,39,mindbottling,mind bottling,generated_audio/tts2024-02-25--16-58-35/mindbottling.wav,1
78,39,mindboggling,by bubbling,generated_audio/tts2024-02-25--16-58-35/mindboggling.wav,7
79,40,i plead the fifth commandment,i plead the fifth commandment,generated_audio/tts2024-02-25--16-58-35/i plead the fifth commandment.wav,0
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-25--16-58-35/i plead the fifth amendment.wav,0
